Beautiful Soup,Lxml,Regular expressions
0.03467106819152832,0.024949073791503906,0.010130882263183594
0.0705111026763916,0.029536008834838867,0.01557302474975586
0.1058650016784668,0.034332990646362305,0.020961999893188477
0.1589369773864746,0.03889107704162598,0.025209903717041016
0.2105391025543213,0.04344010353088379,0.029361963272094727
0.2727839946746826,0.0480961799621582,0.03397798538208008
0.31932497024536133,0.05271720886230469,0.03874802589416504
0.35434603691101074,0.05740714073181152,0.043025970458984375
0.3887810707092285,0.06198406219482422,0.047209978103637695
0.42277097702026367,0.06673622131347656,0.05136895179748535
0.4565720558166504,0.07130122184753418,0.055773019790649414
0.49088501930236816,0.0759580135345459,0.059927940368652344
0.5249369144439697,0.08051609992980957,0.06417393684387207
0.5589570999145508,0.08530211448669434,0.06836080551147461
0.597012996673584,0.08989119529724121,0.07266688346862793
0.6309719085693359,0.09445714950561523,0.0769338607788086
0.6649150848388672,0.09920406341552734,0.08108186721801758
0.7005109786987305,0.10423111915588379,0.08537793159484863
0.7343790531158447,0.10981106758117676,0.08966994285583496
0.7687809467315674,0.11512303352355957,0.09391999244689941
0.8029439449310303,0.12029814720153809,0.09806680679321289
0.8368589878082275,0.12655901908874512,0.10223102569580078
0.8707690238952637,0.13509821891784668,0.10660290718078613
0.9095249176025391,0.14048099517822266,0.11078000068664551
0.9440901279449463,0.1454470157623291,0.11503100395202637
0.9782121181488037,0.15073013305664062,0.11918902397155762
1.0123569965362549,0.1585381031036377,0.12366795539855957
1.047929048538208,0.16493010520935059,0.12784886360168457
1.0817511081695557,0.17050719261169434,0.13200592994689941
1.1159639358520508,0.17567205429077148,0.13645482063293457
1.1499171257019043,0.18076419830322266,0.14070987701416016
1.183919906616211,0.18543219566345215,0.14499497413635254
1.2205801010131836,0.1907801628112793,0.14915204048156738
1.2547929286956787,0.19550609588623047,0.15331196784973145
1.2888309955596924,0.2002880573272705,0.15767502784729004
1.3227300643920898,0.20486116409301758,0.16201496124267578
1.3569319248199463,0.20953702926635742,0.16628694534301758
1.3906660079956055,0.2140951156616211,0.17054080963134766
1.424868106842041,0.21883416175842285,0.17506194114685059
1.4584300518035889,0.223372220993042,0.17932391166687012
1.4923040866851807,0.2279500961303711,0.18348383903503418
1.5292880535125732,0.2326200008392334,0.18775296211242676
1.5635061264038086,0.2371680736541748,0.19204282760620117
1.5975010395050049,0.24182915687561035,0.19632983207702637
1.6321229934692383,0.24636411666870117,0.20049595832824707
1.6659910678863525,0.2511141300201416,0.20504403114318848
1.7000269889831543,0.2556600570678711,0.21216893196105957
1.7341029644012451,0.2603130340576172,0.2167799472808838
1.7684590816497803,0.26488518714904785,0.22151398658752441
1.805279016494751,0.26953816413879395,0.22660493850708008
1.8395719528198242,0.2740809917449951,0.23121094703674316
1.873244047164917,0.2787461280822754,0.23580384254455566
1.9076330661773682,0.28338122367858887,0.24081683158874512
1.9415109157562256,0.28792309761047363,0.24518990516662598
1.9756600856781006,0.2926051616668701,0.24948501586914062
2.009488105773926,0.2971360683441162,0.2537059783935547
2.0435149669647217,0.3019270896911621,0.25820302963256836
2.0776619911193848,0.3064591884613037,0.2638700008392334
2.113999128341675,0.3111410140991211,0.2684760093688965
2.1483030319213867,0.31578803062438965,0.273209810256958
2.183056116104126,0.32041120529174805,0.27910780906677246
2.2170519828796387,0.324998140335083,0.28371691703796387
2.250972032546997,0.32953310012817383,0.28833484649658203
2.285007953643799,0.3342020511627197,0.2937958240509033
2.319061040878296,0.33873820304870605,0.2988460063934326
2.3531720638275146,0.3433961868286133,0.30338191986083984
2.386979103088379,0.3479421138763428,0.3081798553466797
2.4233789443969727,0.35268115997314453,0.3125779628753662
2.457566022872925,0.35721707344055176,0.3167719841003418
2.4914019107818604,0.3618900775909424,0.32117486000061035
2.5255510807037354,0.36643218994140625,0.3258638381958008
2.559528112411499,0.37107205390930176,0.33115601539611816
2.5934031009674072,0.3756420612335205,0.3357369899749756
2.637418031692505,0.3801710605621338,0.3406069278717041
2.6913270950317383,0.38492417335510254,0.3463740348815918
2.725445032119751,0.38945817947387695,0.3510439395904541
2.7627460956573486,0.39410901069641113,0.35574984550476074
2.805478096008301,0.398651123046875,0.36161088943481445
2.8393781185150146,0.40340399742126465,0.36624789237976074
2.8736019134521484,0.4079461097717285,0.37082982063293457
2.907485008239746,0.41265010833740234,0.37545299530029297
2.9415318965911865,0.4172801971435547,0.38016486167907715
2.9756510257720947,0.42185115814208984,0.38509082794189453
3.0096940994262695,0.42650914192199707,0.39139795303344727
3.0436079502105713,0.43105006217956543,0.3956599235534668
3.0800681114196777,0.4357001781463623,0.399899959564209
3.113895893096924,0.44023919105529785,0.40418481826782227
3.1476619243621826,0.4449009895324707,0.40845799446105957
3.181939125061035,0.4495232105255127,0.41312694549560547
3.215747117996216,0.45416712760925293,0.41803503036499023
3.2498040199279785,0.458726167678833,0.42380285263061523
3.2838549613952637,0.4633932113647461,0.42826390266418457
3.3175859451293945,0.4679582118988037,0.4327359199523926
3.351879119873047,0.47251009941101074,0.43726086616516113
3.388361930847168,0.4771440029144287,0.44181299209594727
3.4221320152282715,0.48170018196105957,0.44651198387145996
3.4562339782714844,0.48644399642944336,0.45129990577697754
3.4900219440460205,0.49100303649902344,0.4584200382232666
3.5237879753112793,0.49567699432373047,0.4649050235748291
3.5577480792999268,0.50030517578125,0.47124695777893066
3.591663122177124,0.5049722194671631,0.47690486907958984
3.6255879402160645,0.5095031261444092,0.48115992546081543
3.6595709323883057,0.5142021179199219,0.4853348731994629
3.695862054824829,0.5188510417938232,0.48972392082214355
3.7298569679260254,0.5233950614929199,0.4956998825073242
3.764600992202759,0.5280370712280273,0.5019669532775879
3.7989089488983154,0.5326111316680908,0.508167028427124
3.832843065261841,0.537257194519043,0.5132629871368408
3.8671560287475586,0.5418109893798828,0.5175340175628662
3.9011809825897217,0.5464560985565186,0.5218069553375244
3.935321092605591,0.5511209964752197,0.5266149044036865
3.969527006149292,0.5557661056518555,0.5330169200897217
4.006053924560547,0.5602951049804688,0.5394020080566406
4.039828062057495,0.5649631023406982,0.5452280044555664
4.07381010055542,0.5695171356201172,0.5494320392608643
4.1077880859375,0.5740501880645752,0.5537199974060059
4.141541957855225,0.578693151473999,0.557905912399292
4.175491094589233,0.5833580493927002,0.5643880367279053
4.209522008895874,0.5880091190338135,0.5706398487091064
4.243288993835449,0.5925412178039551,0.5765609741210938
4.279793977737427,0.5972001552581787,0.5811159610748291
4.313617944717407,0.6018631458282471,0.5854718685150146
4.3474180698394775,0.6064190864562988,0.5897560119628906
4.381554126739502,0.6110610961914062,0.5956850051879883
4.41538405418396,0.6156752109527588,0.6018350124359131
4.449191093444824,0.6203150749206543,0.6079018115997314
4.483246088027954,0.6248800754547119,0.6129310131072998
4.517060041427612,0.6295070648193359,0.6172080039978027
4.551707029342651,0.6340920925140381,0.6214029788970947
4.588465929031372,0.6387321949005127,0.6259770393371582
4.622354984283447,0.6432671546936035,0.6323978900909424
4.65632700920105,0.64794921875,0.6390140056610107
4.69036602973938,0.6527252197265625,0.6447288990020752
4.724100112915039,0.6572592258453369,0.6491138935089111
4.758558034896851,0.6619369983673096,0.6532979011535645
4.79294490814209,0.6664941310882568,0.6576759815216064
4.826770067214966,0.6711561679840088,0.6641829013824463
4.861072063446045,0.6757011413574219,0.6705858707427979
4.897704124450684,0.6802380084991455,0.6765799522399902
4.931657075881958,0.6850130558013916,0.6810169219970703
4.965656042098999,0.6895480155944824,0.6852998733520508
